Record_Date,Security_Type_Description,Security_Class_Description,Debt_Held_by_the_PublicM,Intragovernmental_HoldingsM,Total_Public_Debt_OutstandingM,Source_Line_Number,Fiscal_Year,Fiscal_Quarter_Number,Calendar_Year,Calendar_Quarter_Number,Calendar_Month_Number,Calendar_Day_Number
31/12/2015,Nonmarketable,State and Local Government Series,75153.63516,0,75153.63516,10,2016,1,2015,4,12,31
31/12/2015,Nonmarketable,United States Savings Securities,171630.1212,0,171630.1212,11,2016,1,2015,4,12,31
31/12/2015,Nonmarketable,Government Account Series,211479.4025,5225332.764,5436812.167,12,2016,1,2015,4,12,31
31/12/2015,Nonmarketable,Hope Bonds,0,39.28550059,39.28550059,13,2016,1,2015,4,12,31
31/12/2015,Nonmarketable,Other,1728.876401,0,1728.876401,14,2016,1,2015,4,12,31
31/12/2015,Total Nonmarketable,_,490251.5573,5225372.05,5715623.607,15,2016,1,2015,4,12,31
31/12/2015,Total Public Debt Outstanding,_,13672522.26,5249656.737,18922179,16,2016,1,2015,4,12,31
30/11/2015,Marketable,Bills,1503010.017,2964.821,1505974.838,1,2016,1,2015,4,11,30
30/11/2015,Marketable,Notes,8416433.084,6151.632,8422584.716,2,2016,1,2015,4,11,30
30/11/2015,Marketable,Bonds,1711698.185,104.316,1711802.501,3,2016,1,2015,4,11,30
30/11/2015,Marketable,Treasury Inflation-Protected Securities,1152134.966,100.0918211,1152235.058,4,2016,1,2015,4,11,30
30/11/2015,Marketable,Floating Rate Notes,315039.33,6.515,315045.845,5,2016,1,2015,4,11,30
30/11/2015,Marketable,Federal Financing Bank,0,14999.99,14999.99,6,2016,1,2015,4,11,30
30/11/2015,Total Marketable,_,13098315.58,24327.36582,13122642.95,7,2016,1,2015,4,11,30
30/11/2015,Nonmarketable,Domestic Series,29995.18,0,29995.18,8,2016,1,2015,4,11,30
30/11/2015,Nonmarketable,Foreign Series,264.342,0,264.342,9,2016,1,2015,4,11,30
30/11/2015,Nonmarketable,State and Local Government Series,74168.84896,0,74168.84896,10,2016,1,2015,4,11,30
30/11/2015,Nonmarketable,United States Savings Securities,172186.8484,0,172186.8484,11,2016,1,2015,4,11,30
30/11/2015,Nonmarketable,Government Account Series,212347.6354,5213967.768,5426314.603,12,2016,1,2015,4,11,30
30/11/2015,Nonmarketable,Hope Bonds,0,39.28550059,39.28550059,13,2016,1,2015,4,11,30
30/11/2015,Nonmarketable,Other,1709.921363,0,1709.921363,14,2016,1,2015,4,11,30
30/11/2015,Total Nonmarketable,_,490672.7761,5214007.053,5704680.029,15,2016,1,2015,4,11,30
30/11/2015,Total Public Debt Outstanding,_,13588989.36,5238334.419,18827322.98,16,2016,1,2015,4,11,30
31/10/2015,Marketable,Bills,1269905.843,3092.131,1272997.974,1,2016,1,2015,4,10,31
31/10/2015,Marketable,Notes,8378695.615,6961.682,8385657.297,2,2016,1,2015,4,10,31
31/10/2015,Marketable,Bonds,1699231.035,2073.846,1701304.881,3,2016,1,2015,4,10,31
31/10/2015,Marketable,Treasury Inflation-Protected Securities,1140502.618,510.1386542,1141012.757,4,2016,1,2015,4,10,31
31/10/2015,Marketable,Floating Rate Notes,287036.2821,9.555,287045.8371,5,2016,1,2015,4,10,31
31/10/2015,Marketable,Federal Financing Bank,0,14999.99,14999.99,6,2016,1,2015,4,10,31
31/10/2015,Total Marketable,_,12775371.39,27647.34265,12803018.74,7,2016,1,2015,4,10,31
31/10/2015,Nonmarketable,Domestic Series,29995.18,0,29995.18,8,2016,1,2015,4,10,31
31/10/2015,Nonmarketable,Foreign Series,264.342,0,264.342,9,2016,1,2015,4,10,31
31/10/2015,Nonmarketable,State and Local Government Series,74962.98469,0,74962.98469,10,2016,1,2015,4,10,31
31/10/2015,Nonmarketable,United States Savings Securities,172536.8203,0,172536.8203,11,2016,1,2015,4,10,31
31/10/2015,Nonmarketable,Government Account Series,5859.474449,5064638.183,5070497.657,12,2016,1,2015,4,10,31
31/10/2015,Nonmarketable,Hope Bonds,0,39.28550059,39.28550059,13,2016,1,2015,4,10,31
31/10/2015,Nonmarketable,Other,1666.670787,0,1666.670787,14,2016,1,2015,4,10,31
31/10/2015,Total Nonmarketable,_,285285.4722,5064677.468,5349962.94,15,2016,1,2015,4,10,31
31/10/2015,Total Public Debt Outstanding,_,13060656.86,5092324.811,18152981.68,16,2016,1,2015,4,10,31
30/09/2015,Marketable,Bills,1355231.448,2765.552,1357997,1,2015,4,2015,3,9,30
30/09/2015,Marketable,Notes,8366026.282,6630.594,8372656.876,2,2015,4,2015,3,9,30
30/09/2015,Marketable,Bonds,1688208.178,97.028,1688305.206,3,2015,4,2015,3,9,30
30/09/2015,Marketable,Treasury Inflation-Protected Securities,1135362.775,68.0982542,1135430.873,4,2015,4,2015,3,9,30
30/09/2015,Marketable,Floating Rate Notes,287038.6721,7.165,287045.8371,5,2015,4,2015,3,9,30
30/09/2015,Marketable,Federal Financing Bank,0,12314.993,12314.993,6,2015,4,2015,3,9,30
30/09/2015,Total Marketable,_,12831867.36,21883.43025,12853750.79,7,2015,4,2015,3,9,30
30/09/2015,Nonmarketable,Domestic Series,29995.18,0,29995.18,8,2015,4,2015,3,9,30
30/09/2015,Nonmarketable,Foreign Series,264.342,0,264.342,9,2015,4,2015,3,9,30
30/09/2015,Nonmarketable,State and Local Government Series,78115.40492,0,78115.40492,10,2015,4,2015,3,9,30
30/09/2015,Nonmarketable,United States Savings Securities,172825.9167,0,172825.9167,11,2015,4,2015,3,9,30
30/09/2015,Nonmarketable,Government Account Series,9137.556119,5004392.765,5013529.979,12,2015,4,2015,3,9,30
30/09/2015,Nonmarketable,Hope Bonds,0,494.2730422,494.2730422,13,2015,4,2015,3,9,30
30/09/2015,Nonmarketable,Other,1641.407827,0,1641.407827,14,2015,4,2015,3,9,30
30/09/2015,Total Nonmarketable,_,291979.8075,5004887.038,5296866.503,15,2015,4,2015,3,9,30
30/09/2015,Total Public Debt Outstanding,_,13123847.16,5026770.468,18150618.29,16,2015,4,2015,3,9,30
31/08/2015,Marketable,Bills,1421704.621,2270.443,1423975.064,1,2015,4,2015,3,8,31
31/08/2015,Marketable,Notes,8331370.771,7387.836,8338758.607,2,2015,4,2015,3,8,31
31/08/2015,Marketable,Bonds,1675201.321,104.72,1675306.041,3,2015,4,2015,3,8,31
31/08/2015,Marketable,Treasury Inflation-Protected Securities,1122081.962,66.02883839,1122147.991,4,2015,4,2015,3,8,31
31/08/2015,Marketable,Floating Rate Notes,274038.8586,7.165,274046.0236,5,2015,4,2015,3,8,31
31/08/2015,Marketable,Federal Financing Bank,0,12314.993,12314.993,6,2015,4,2015,3,8,31
31/08/2015,Total Marketable,_,12824397.53,22151.18584,12846548.72,7,2015,4,2015,3,8,31
31/08/2015,Nonmarketable,Domestic Series,29995.18,0,29995.18,8,2015,4,2015,3,8,31
31/08/2015,Nonmarketable,Foreign Series,264.342,0,264.342,9,2015,4,2015,3,8,31
31/08/2015,Nonmarketable,State and Local Government Series,81077.18439,0,81077.18439,10,2015,4,2015,3,8,31
31/08/2015,Nonmarketable,United States Savings Securities,173254.791,0,173254.791,11,2015,4,2015,3,8,31
31/08/2015,Nonmarketable,Government Account Series,9147.650606,5008752.327,5017899.978,12,2015,4,2015,3,8,31
31/08/2015,Nonmarketable,Hope Bonds,0,494.2730422,494.2730422,13,2015,4,2015,3,8,31
31/08/2015,Nonmarketable,Other,1616.036306,0,1616.036306,14,2015,4,2015,3,8,31
31/08/2015,Total Nonmarketable,_,295355.1843,5009245.6,5304600.784,15,2015,4,2015,3,8,31
31/08/2015,Total Public Debt Outstanding,_,13119752.72,5031396.786,18151149.5,16,2015,4,2015,3,8,31
31/07/2015,Marketable,Bills,1438153.922,1834.793,1439988.715,1,2015,4,2015,3,7,31
31/07/2015,Marketable,Notes,8327379.94,7765.319,8335145.259,2,2015,4,2015,3,7,31
31/07/2015,Marketable,Bonds,1662888.575,118.751,1663007.326,3,2015,4,2015,3,7,31
31/07/2015,Marketable,Treasury Inflation-Protected Securities,1101868.124,60.9343345,1101929.059,4,2015,4,2015,3,7,31
31/07/2015,Marketable,Floating Rate Notes,261046.27,0,261046.27,5,2015,4,2015,3,7,31
31/07/2015,Marketable,Federal Financing Bank,0,12314.993,12314.993,6,2015,4,2015,3,7,31
31/07/2015,Total Marketable,_,12791336.83,22094.79033,12813431.62,7,2015,4,2015,3,7,31
31/07/2015,Nonmarketable,Domestic Series,29995.18,0,29995.18,8,2015,4,2015,3,7,31
31/07/2015,Nonmarketable,Foreign Series,264.342,0,264.342,9,2015,4,2015,3,7,31
31/07/2015,Nonmarketable,State and Local Government Series,88985.72071,0,88985.72071,10,2015,4,2015,3,7,31
31/07/2015,Nonmarketable,United States Savings Securities,173637.3668,0,173637.3668,11,2015,4,2015,3,7,31
31/07/2015,Nonmarketable,Government Account Series,49284.70444,4993688.563,5042973.267,12,2015,4,2015,3,7,31
31/07/2015,Nonmarketable,Hope Bonds,0,494.2730422,494.2730422,13,2015,4,2015,3,7,31
31/07/2015,Nonmarketable,Other,1540.77075,0,1540.77075,14,2015,4,2015,3,7,31
31/07/2015,Total Nonmarketable,_,343708.0847,4994182.836,5337890.92,15,2015,4,2015,3,7,31
31/07/2015,Total Public Debt Outstanding,_,13135044.92,5016277.626,18151322.54,16,2015,4,2015,3,7,31
30/06/2015,Marketable,Bills,1393162.308,1829.192,1394991.5,1,2015,3,2015,2,6,30
30/06/2015,Marketable,Notes,8297600.736,7778.471,8305379.207,2,2015,3,2015,2,6,30
30/06/2015,Marketable,Bonds,1649925.197,82.145,1650007.342,3,2015,3,2015,2,6,30
30/06/2015,Marketable,Treasury Inflation-Protected Securities,1102262.473,92.25727718,1102354.73,4,2015,3,2015,2,6,30
30/06/2015,Marketable,Floating Rate Notes,246045.3663,0.78,246046.1463,5,2015,3,2015,2,6,30
30/06/2015,Marketable,Federal Financing Bank,0,12314.993,12314.993,6,2015,3,2015,2,6,30
30/06/2015,Total Marketable,_,12688996.08,22097.83828,12711093.92,7,2015,3,2015,2,6,30
30/06/2015,Nonmarketable,Domestic Series,29995.18,0,29995.18,8,2015,3,2015,2,6,30
30/06/2015,Nonmarketable,Foreign Series,264.342,0,264.342,9,2015,3,2015,2,6,30
30/06/2015,Nonmarketable,State and Local Government Series,99767.29021,0,99767.29021,10,2015,3,2015,2,6,30
30/06/2015,Nonmarketable,United States Savings Securities,173980.8478,0,173980.8478,11,2015,3,2015,2,6,30
30/06/2015,Nonmarketable,Government Account Series,81883.93151,5052991.334,5134875.095,12,2015,3,2015,2,6,30
30/06/2015,Nonmarketable,Hope Bonds,0,494.2483975,494.2483975,13,2015,3,2015,2,6,30
30/06/2015,Nonmarketable,Other,1526.256884,0,1526.256884,14,2015,3,2015,2,6,30
30/06/2015,Total Nonmarketable,_,387417.8484,5053485.583,5440904.261,15,2015,3,2015,2,6,30
30/06/2015,Total Public Debt Outstanding,_,13076413.93,5075583.421,18151998.18,16,2015,3,2015,2,6,30
31/05/2015,Marketable,Bills,1445235.946,1722.392,1446958.338,1,2015,3,2015,2,5,31
31/05/2015,Marketable,Notes,8256835.568,7799.177,8264634.745,2,2015,3,2015,2,5,31
31/05/2015,Marketable,Bonds,1636949.922,57.772,1637007.694,3,2015,3,2015,2,5,31
31/05/2015,Marketable,Treasury Inflation-Protected Securities,1092671.101,88.26627666,1092759.368,4,2015,3,2015,2,5,31
31/05/2015,Marketable,Floating Rate Notes,233023.6978,22.695,233046.3928,5,2015,3,2015,2,5,31
31/05/2015,Marketable,Federal Financing Bank,0,13611.948,13611.948,6,2015,3,2015,2,5,31
31/05/2015,Total Marketable,_,12664716.24,23302.25028,12688018.49,7,2015,3,2015,2,5,31
31/05/2015,Nonmarketable,Domestic Series,29995.18,0,29995.18,8,2015,3,2015,2,5,31
31/05/2015,Nonmarketable,Foreign Series,264.342,0,264.342,9,2015,3,2015,2,5,31
31/05/2015,Nonmarketable,State and Local Government Series,110686.6843,0,110686.6843,10,2015,3,2015,2,5,31
31/05/2015,Nonmarketable,United States Savings Securities,174359.3935,0,174359.3935,11,2015,3,2015,2,5,31
31/05/2015,Nonmarketable,Government Account Series,71170.69283,5076348.742,5147518.643,12,2015,3,2015,2,5,31
31/05/2015,Nonmarketable,Hope Bonds,0,494.2483975,494.2483975,13,2015,3,2015,2,5,31
31/05/2015,Nonmarketable,Other,1513.862582,0,1513.862582,14,2015,3,2015,2,5,31
31/05/2015,Total Nonmarketable,_,387990.1552,5076842.99,5464833.354,15,2015,3,2015,2,5,31
31/05/2015,Total Public Debt Outstanding,_,13052706.39,5100145.241,18152851.84,16,2015,3,2015,2,5,31
30/04/2015,Marketable,Bills,1431244.784,1689.842,1432934.626,1,2015,3,2015,2,4,30
30/04/2015,Marketable,Notes,8276264.495,7758.9643,8284023.459,2,2015,3,2015,2,4,30
30/04/2015,Marketable,Bonds,1620594.552,51.4598,1620646.012,3,2015,3,2015,2,4,30
30/04/2015,Marketable,Treasury Inflation-Protected Securities,1074142.479,99.6079623,1074242.087,4,2015,3,2015,2,4,30
30/04/2015,Marketable,Floating Rate Notes,220043.3773,2.995,220046.3723,5,2015,3,2015,2,4,30
30/04/2015,Marketable,Federal Financing Bank,0,13611.948,13611.948,6,2015,3,2015,2,4,30
30/04/2015,Total Marketable,_,12622289.69,23214.81706,12645504.5,7,2015,3,2015,2,4,30
30/04/2015,Nonmarketable,Domestic Series,29995.18,0,29995.18,8,2015,3,2015,2,4,30
30/04/2015,Nonmarketable,Foreign Series,264.342,0,264.342,9,2015,3,2015,2,4,30
30/04/2015,Nonmarketable,State and Local Government Series,117427.0314,0,117427.0314,10,2015,3,2015,2,4,30
30/04/2015,Nonmarketable,United States Savings Securities,174629.5659,0,174629.5659,11,2015,3,2015,2,4,30
30/04/2015,Nonmarketable,Government Account Series,107557.6637,5075170.441,5182727.522,12,2015,3,2015,2,4,30
30/04/2015,Nonmarketable,Hope Bonds,0,494.2483975,494.2483975,13,2015,3,2015,2,4,30
30/04/2015,Nonmarketable,Other,1517.560315,0,1517.560315,14,2015,3,2015,2,4,30
30/04/2015,Total Nonmarketable,_,431392.3433,5075663.69,5507056.45,15,2015,3,2015,2,4,30
30/04/2015,Total Public Debt Outstanding,_,13053681.03,5098878.507,18152559.95,16,2015,3,2015,2,4,30
31/03/2015,Marketable,Bills,1476540.154,1359.432,1477899.586,1,2015,2,2015,1,3,31
31/03/2015,Marketable,Notes,8256665.805,7767.0763,8264432.882,2,2015,2,2015,1,3,31
31/03/2015,Marketable,Bonds,1607585.267,61.701,1607646.968,3,2015,2,2015,1,3,31
31/03/2015,Marketable,Treasury Inflation-Protected Securities,1075140.7,83.038173,1075223.738,4,2015,2,2015,1,3,31
31/03/2015,Marketable,Floating Rate Notes,204991.452,0,204991.452,5,2015,2,2015,1,3,31
31/03/2015,Marketable,Federal Financing Bank,0,13611.948,13611.948,6,2015,2,2015,1,3,31
31/03/2015,Total Marketable,_,12620923.38,22883.19547,12643806.57,7,2015,2,2015,1,3,31
31/03/2015,Nonmarketable,Domestic Series,29995.18,0,29995.18,8,2015,2,2015,1,3,31
31/03/2015,Nonmarketable,Foreign Series,264.342,0,264.342,9,2015,2,2015,1,3,31
31/03/2015,Nonmarketable,State and Local Government Series,117932.6955,0,117932.6955,10,2015,2,2015,1,3,31
31/03/2015,Nonmarketable,United States Savings Securities,174957.858,0,174957.858,11,2015,2,2015,1,3,31
31/03/2015,Nonmarketable,Government Account Series,144795.6045,5038280.006,5183075.049,12,2015,2,2015,1,3,31
31/03/2015,Nonmarketable,Hope Bonds,0,494.1996545,494.1996545,13,2015,2,2015,1,3,31
31/03/2015,Nonmarketable,Other,1530.017391,0,1530.017391,14,2015,2,2015,1,3,31
31/03/2015,Total Nonmarketable,_,469475.6974,5038774.205,5508250.342,15,2015,2,2015,1,3,31
31/03/2015,Total Public Debt Outstanding,_,13090399.08,5061657.401,18152055.92,16,2015,2,2015,1,3,31
28/02/2015,Marketable,Bills,1471553.033,1334.707,1472887.74,1,2015,2,2015,1,2,28
28/02/2015,Marketable,Notes,8222351.368,7764.0253,8230115.393,2,2015,2,2015,1,2,28
28/02/2015,Marketable,Bonds,1594569.95,78.274,1594648.224,3,2015,2,2015,1,2,28
28/02/2015,Marketable,Treasury Inflation-Protected Securities,1066997.564,72.6408497,1067070.205,4,2015,2,2015,1,2,28
28/02/2015,Marketable,Floating Rate Notes,191990.6446,0.595,191991.2396,5,2015,2,2015,1,2,28
28/02/2015,Marketable,Federal Financing Bank,0,13611.948,13611.948,6,2015,2,2015,1,2,28
28/02/2015,Total Marketable,_,12547462.56,22862.19015,12570324.75,7,2015,2,2015,1,2,28
28/02/2015,Nonmarketable,Domestic Series,29995.18,0,29995.18,8,2015,2,2015,1,2,28
28/02/2015,Nonmarketable,Foreign Series,264.342,0,264.342,9,2015,2,2015,1,2,28
28/02/2015,Nonmarketable,State and Local Government Series,112763.6293,0,112763.6293,10,2015,2,2015,1,2,28
28/02/2015,Nonmarketable,United States Savings Securities,175330.6867,0,175330.6867,11,2015,2,2015,1,2,28
28/02/2015,Nonmarketable,Government Account Series,206691.6334,5058461.09,5265152.724,12,2015,2,2015,1,2,28
28/02/2015,Nonmarketable,Hope Bonds,0,494.1996545,494.1996545,13,2015,2,2015,1,2,28
28/02/2015,Nonmarketable,Other,1527.554056,0,1527.554056,14,2015,2,2015,1,2,28
28/02/2015,Total Nonmarketable,_,526574.0254,5058955.29,5585529.315,15,2015,2,2015,1,2,28
28/02/2015,Total Public Debt Outstanding,_,13074035.58,5081818.48,18155854.06,16,2015,2,2015,1,2,28
31/01/2015,Marketable,Bills,1411505.5,1381.407,1412886.907,1,2015,2,2015,1,1,31
31/01/2015,Marketable,Notes,8232100.381,7814.1663,8239914.547,2,2015,2,2015,1,1,31
31/01/2015,Marketable,Bonds,1589088.336,76.922,1589165.258,3,2015,2,2015,1,1,31
31/01/2015,Marketable,Treasury Inflation-Protected Securities,1063675.025,52.2270142,1063727.252,4,2015,2,2015,1,1,31
31/01/2015,Marketable,Floating Rate Notes,163988.6678,2.115,163990.7828,5,2015,2,2015,1,1,31
31/01/2015,Marketable,Federal Financing Bank,0,13611.948,13611.948,6,2015,2,2015,1,1,31
31/01/2015,Total Marketable,_,12460357.91,22938.78531,12483296.69,7,2015,2,2015,1,1,31
31/01/2015,Nonmarketable,Domestic Series,29995.18,0,29995.18,8,2015,2,2015,1,1,31
31/01/2015,Nonmarketable,Foreign Series,264.342,0,264.342,9,2015,2,2015,1,1,31
31/01/2015,Nonmarketable,State and Local Government Series,113684.4273,0,113684.4273,10,2015,2,2015,1,1,31
31/01/2015,Nonmarketable,United States Savings Securities,175637.8257,0,175637.8257,11,2015,2,2015,1,1,31
31/01/2015,Nonmarketable,Government Account Series,203424.4492,5073931.34,5277354.613,12,2015,2,2015,1,1,31
31/01/2015,Nonmarketable,Hope Bonds,0,494.1996545,494.1996545,13,2015,2,2015,1,1,31
31/01/2015,Nonmarketable,Other,1566.826047,0,1566.826047,14,2015,2,2015,1,1,31
31/01/2015,Total Nonmarketable,_,524573.0503,5074424.539,5598997.414,15,2015,2,2015,1,1,31
31/01/2015,Total Public Debt Outstanding,_,12984929.96,5097364.325,18082294.11,16,2015,2,2015,1,1,31
31/12/2014,Marketable,Bills,1456692.387,1192.707,1457885.094,1,2015,1,2014,4,12,31
31/12/2014,Marketable,Notes,8221365.835,7820.2883,8229186.124,2,2015,1,2014,4,12,31
31/12/2014,Marketable,Bonds,1576086.725,79.067,1576165.792,3,2015,1,2014,4,12,31
31/12/2014,Marketable,Treasury Inflation-Protected Securities,1077502.632,51.7856283,1077554.418,4,2015,1,2014,4,12,31
31/12/2014,Marketable,Floating Rate Notes,163990.7828,0,163990.7828,5,2015,1,2014,4,12,31
31/12/2014,Marketable,Federal Financing Bank,0,13611.948,13611.948,6,2015,1,2014,4,12,31
31/12/2014,Total Marketable,_,12495638.36,22755.79593,12518394.16,7,2015,1,2014,4,12,31
31/12/2014,Nonmarketable,Domestic Series,29995.18,0,29995.18,8,2015,1,2014,4,12,31
31/12/2014,Nonmarketable,Foreign Series,264.342,0,264.342,9,2015,1,2014,4,12,31
31/12/2014,Nonmarketable,State and Local Government Series,116489.9845,0,116489.9845,10,2015,1,2014,4,12,31
31/12/2014,Nonmarketable,United States Savings Securities,175969.8249,0,175969.8249,11,2015,1,2014,4,12,31
31/12/2014,Nonmarketable,Government Account Series,203968.147,5094242.774,5298210.921,12,2015,1,2014,4,12,31
31/12/2014,Nonmarketable,Hope Bonds,0,494.1747427,494.1747427,13,2015,1,2014,4,12,31
31/12/2014,Nonmarketable,Other,1625.321352,0,1625.321352,14,2015,1,2014,4,12,31
31/12/2014,Total Nonmarketable,_,528312.7998,5094736.949,5623049.749,15,2015,1,2014,4,12,31
31/12/2014,Total Public Debt Outstanding,_,13023951.16,5117492.745,18141443.91,16,2015,1,2014,4,12,31
30/11/2014,Marketable,Bills,1438321.378,1600.707,1439922.085,1,2015,1,2014,4,11,30
30/11/2014,Marketable,Notes,8182672.851,7189.7683,8189862.619,2,2015,1,2014,4,11,30
30/11/2014,Marketable,Bonds,1563086.184,79.602,1563165.786,3,2015,1,2014,4,11,30
30/11/2014,Marketable,Treasury Inflation-Protected Securities,1063795.036,53.0374134,1063848.073,4,2015,1,2014,4,11,30
30/11/2014,Marketable,Floating Rate Notes,150990.6816,0,150990.6816,5,2015,1,2014,4,11,30
30/11/2014,Marketable,Federal Financing Bank,0,13611.948,13611.948,6,2015,1,2014,4,11,30
30/11/2014,Total Marketable,_,12398866.13,22535.06271,12421401.19,7,2015,1,2014,4,11,30
30/11/2014,Nonmarketable,Domestic Series,29995.18,0,29995.18,8,2015,1,2014,4,11,30
30/11/2014,Nonmarketable,Foreign Series,264.342,0,264.342,9,2015,1,2014,4,11,30
30/11/2014,Nonmarketable,State and Local Government Series,112324.1837,0,112324.1837,10,2015,1,2014,4,11,30
30/11/2014,Nonmarketable,United States Savings Securities,176399.341,0,176399.341,11,2015,1,2014,4,11,30
30/11/2014,Nonmarketable,Government Account Series,203272.1652,5059838.124,5263110.815,12,2015,1,2014,4,11,30
30/11/2014,Nonmarketable,Hope Bonds,0,494.1747427,494.1747427,13,2015,1,2014,4,11,30
30/11/2014,Nonmarketable,Other,1560.165337,0,1560.165337,14,2015,1,2014,4,11,30
30/11/2014,Total Nonmarketable,_,523816.3772,5060333.299,5584148.202,15,2015,1,2014,4,11,30
30/11/2014,Total Public Debt Outstanding,_,12922681.51,5082868.362,18005549.39,16,2015,1,2014,4,11,30
31/10/2014,Marketable,Bills,1412388.199,1557,1413945.199,1,2015,1,2014,4,10,31
31/10/2014,Marketable,Notes,8192466.076,7251.9073,8199717.983,2,2015,1,2014,4,10,31
31/10/2014,Marketable,Bonds,1547072.776,71.625,1547144.401,3,2015,1,2014,4,10,31
31/10/2014,Marketable,Treasury Inflation-Protected Securities,1050109.907,54.3218325,1050164.229,4,2015,1,2014,4,10,31
31/10/2014,Marketable,Floating Rate Notes,137990.6092,0,137990.6092,5,2015,1,2014,4,10,31
31/10/2014,Marketable,Federal Financing Bank,0,13611.948,13611.948,6,2015,1,2014,4,10,31
31/10/2014,Total Marketable,_,12340027.57,22546.80213,12362574.37,7,2015,1,2014,4,10,31
31/10/2014,Nonmarketable,Domestic Series,29995.18,0,29995.18,8,2015,1,2014,4,10,31
31/10/2014,Nonmarketable,Foreign Series,264.342,0,264.342,9,2015,1,2014,4,10,31
31/10/2014,Nonmarketable,State and Local Government Series,106914.6485,0,106914.6485,10,2015,1,2014,4,10,31
31/10/2014,Nonmarketable,United States Savings Securities,176609.6376,0,176609.6376,11,2015,1,2014,4,10,31
31/10/2014,Nonmarketable,Government Account Series,201681.7938,5057063.452,5258745.245,12,2015,1,2014,4,10,31
31/10/2014,Nonmarketable,Hope Bonds,0,494.1747427,494.1747427,13,2015,1,2014,4,10,31
31/10/2014,Nonmarketable,Other,1562.899763,0,1562.899763,14,2015,1,2014,4,10,31
31/10/2014,Total Nonmarketable,_,517028.5017,5057556.626,5574586.128,15,2015,1,2014,4,10,31
31/10/2014,Total Public Debt Outstanding,_,12857056.07,5080104.429,17937160.5,16,2015,1,2014,4,10,31
30/09/2014,Marketable,Bills,1409627.6,1352.417,1410980.017,1,2014,4,2014,3,9,30
30/09/2014,Marketable,Notes,8160195.757,7562.8683,8167758.625,2,2014,4,2014,3,9,30
30/09/2014,Marketable,Bonds,1534068.519,75.922,1534144.441,3,2014,4,2014,3,9,30
30/09/2014,Marketable,Treasury Inflation-Protected Securities,1044675.644,51.5387494,1044727.183,4,2014,4,2014,3,9,30
30/09/2014,Marketable,Floating Rate Notes,122984.8191,5.6,122990.4191,5,2014,4,2014,3,9,30
30/09/2014,Marketable,Federal Financing Bank,0,13611.948,13611.948,6,2014,4,2014,3,9,30
30/09/2014,Total Marketable,_,12271552.34,22660.29405,12294212.63,7,2014,4,2014,3,9,30
30/09/2014,Nonmarketable,Domestic Series,29995.18,0,29995.18,8,2014,4,2014,3,9,30
30/09/2014,Nonmarketable,Foreign Series,2985.64859,0,2985.64859,9,2014,4,2014,3,9,30
30/09/2014,Nonmarketable,State and Local Government Series,105667.5742,0,105667.5742,10,2014,4,2014,3,9,30
30/09/2014,Nonmarketable,United States Savings Securities,176761.5608,0,176761.5608,11,2014,4,2014,3,9,30
30/09/2014,Nonmarketable,Government Account Series,196520.05,5015946.327,5212466.221,12,2014,4,2014,3,9,30
30/09/2014,Nonmarketable,Hope Bonds,0,494.1373778,494.1373778,13,2014,4,2014,3,9,30
30/09/2014,Nonmarketable,Other,1488.669091,0,1488.669091,14,2014,4,2014,3,9,30
30/09/2014,Total Nonmarketable,_,513418.6827,5016440.464,5529858.991,15,2014,4,2014,3,9,30
30/09/2014,Total Public Debt Outstanding,_,12784971.02,5039099.759,17824070.62,16,2014,4,2014,3,9,30
31/08/2014,Marketable,Bills,1450293.351,1704.317,1451997.668,1,2014,4,2014,3,8,31
31/08/2014,Marketable,Notes,8109268.651,7365.3453,8116633.996,2,2014,4,2014,3,8,31
31/08/2014,Marketable,Bonds,1521087.536,56.899,1521144.435,3,2014,4,2014,3,8,31
31/08/2014,Marketable,Treasury Inflation-Protected Securities,1031836.253,51.519031,1031887.772,4,2014,4,2014,3,8,31
31/08/2014,Marketable,Floating Rate Notes,109995.6612,0,109995.6612,5,2014,4,2014,3,8,31
31/08/2014,Marketable,Federal Financing Bank,0,13611.948,13611.948,6,2014,4,2014,3,8,31
31/08/2014,Total Marketable,_,12222481.45,22790.02833,12245271.48,7,2014,4,2014,3,8,31
31/08/2014,Nonmarketable,Domestic Series,29995.18,0,29995.18,8,2014,4,2014,3,8,31
31/08/2014,Nonmarketable,Foreign Series,2985.64859,0,2985.64859,9,2014,4,2014,3,8,31
31/08/2014,Nonmarketable,State and Local Government Series,105439.8818,0,105439.8818,10,2014,4,2014,3,8,31
31/08/2014,Nonmarketable,United States Savings Securities,177029.577,0,177029.577,11,2014,4,2014,3,8,31
31/08/2014,Nonmarketable,Government Account Series,193237.2321,4993277.211,5186513.715,12,2014,4,2014,3,8,31
31/08/2014,Nonmarketable,Hope Bonds,0,494.1373778,494.1373778,13,2014,4,2014,3,8,31
31/08/2014,Nonmarketable,Other,1442.8108,0,1442.8108,14,2014,4,2014,3,8,31
31/08/2014,Total Nonmarketable,_,510130.3303,4993771.348,5503900.95,15,2014,4,2014,3,8,31
31/08/2014,Total Public Debt Outstanding,_,12732611.78,5016561.377,17749172.43,16,2014,4,2014,3,8,31
31/07/2014,Marketable,Bills,1408232.461,1754.094,1409986.555,1,2014,4,2014,3,7,31
31/07/2014,Marketable,Notes,8116077.554,7259.2093,8123336.763,2,2014,4,2014,3,7,31
